Time, s;Volts, V;Amps, A;Ah0;Wh0;Ah1;Wh1;W;Tc
152.771;5.04280;0.093510;0.0000;0.0000;0.1080;0.5480;0.4712;24.0
152.959;5.04280;0.093510;0.0000;0.0000;0.1080;0.5480;0.4712;24.0
153.177;5.04310;0.093510;0.0000;0.0000;0.1080;0.5480;0.4712;24.0
153.364;5.04310;0.098300;0.0000;0.0000;0.1080;0.5480;0.4954;24.0
153.583;5.04830;0.098300;0.0000;0.0000;0.1080;0.5480;0.4954;24.0
153.770;5.04830;0.119070;0.0000;0.0000;0.1080;0.5480;0.6001;24.0
154.019;5.05360;0.119070;0.0000;0.0000;0.1080;0.5480;0.6013;24.0
154.175;5.05360;0.125070;0.0000;0.0000;0.1080;0.5480;0.6316;24.0
154.363;5.05360;0.125070;0.0000;0.0000;0.1080;0.5480;0.6316;24.0
154.612;5.03390;0.125070;0.0000;0.0000;0.1080;0.5480;0.6291;24.0
154.768;5.03390;0.209080;0.0000;0.0000;0.1080;0.5480;1.0516;24.0
155.018;5.02910;0.209080;0.0000;0.0000;0.1080;0.5480;1.0495;24.0
155.205;5.02910;0.205650;0.0000;0.0000;0.1080;0.5490;1.0323;24.0
155.423;5.02910;0.205650;0.0000;0.0000;0.1080;0.5490;1.0323;24.0
155.611;5.02910;0.206770;0.0000;0.0000;0.1080;0.5490;1.0379;24.0
155.829;5.02910;0.206770;0.0000;0.0000;0.1080;0.5490;1.0379;24.0
156.016;5.04030;0.206770;0.0000;0.0000;0.1080;0.5490;1.0421;24.0
156.203;5.04030;0.110110;0.0000;0.0000;0.1080;0.5490;0.5549;24.0
156.422;5.04230;0.110110;0.0000;0.0000;0.1080;0.5490;0.5549;24.0
156.640;5.04230;0.075360;0.0000;0.0000;0.1080;0.5490;0.3798;24.0
156.827;5.04450;0.075360;0.0000;0.0000;0.1080;0.5490;0.3798;24.0
157.015;5.04450;0.045170;0.0000;0.0000;0.1080;0.5490;0.2276;24.0
157.264;5.04450;0.045170;0.0000;0.0000;0.1080;0.5490;0.2276;24.0
157.420;5.04730;0.045170;0.0000;0.0000;0.1080;0.5490;0.2276;24.0
157.607;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
157.826;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
158.013;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
158.263;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
158.450;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
158.668;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
158.856;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
159.074;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
159.261;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
159.480;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
159.667;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
159.885;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
160.072;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
160.260;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
160.478;5.04730;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
160.665;5.04640;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
160.884;5.04640;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
161.071;5.04710;0.044020;0.0000;0.0000;0.1080;0.5490;0.2218;24.0
161.320;5.04710;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
161.508;5.04710;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
161.664;5.04710;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
161.913;5.04710;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
162.100;5.04710;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
162.319;5.04710;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
162.506;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
162.724;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
162.912;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
163.099;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
163.317;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
163.536;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
163.723;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
163.910;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
164.160;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
164.316;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
164.503;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
164.752;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
164.908;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
165.158;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
165.345;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
165.564;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
165.751;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
165.969;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
166.156;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
166.375;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
166.562;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
166.749;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
166.968;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
167.155;5.04700;0.043990;0.0000;0.0000;0.1080;0.5490;0.2217;24.0
167.404;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
167.560;5.04700;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
167.748;5.04690;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
167.997;5.04690;0.043980;0.0000;0.0000;0.1080;0.5490;0.2216;24.0
168.184;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
168.403;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
168.590;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
168.902;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
168.996;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
169.214;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
169.401;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
169.620;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
169.807;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
169.994;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
170.212;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
170.400;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
170.618;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
170.805;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
171.024;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
171.211;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
171.429;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
171.616;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
171.804;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
172.053;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
172.209;5.04680;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
172.459;5.04690;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
172.646;5.04690;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
172.864;5.04690;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
173.052;5.04690;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
173.270;5.04690;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
173.457;5.04680;0.043990;0.0000;0.0000;0.1080;0.5500;0.2217;24.0
173.676;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
173.863;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
174.081;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
174.268;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
174.487;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
174.674;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
174.861;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
175.080;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
175.267;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
175.516;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
175.672;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
175.922;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
176.078;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
176.265;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
176.515;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
176.671;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
176.920;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
177.108;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
177.326;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
177.513;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
177.732;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
177.919;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
178.137;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
178.324;5.04680;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
178.543;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
178.730;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
178.917;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
179.136;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
179.323;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
179.572;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
179.728;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
179.916;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
180.165;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
180.321;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
180.571;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
180.758;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
180.976;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
181.164;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
181.382;5.04690;0.043980;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
181.554;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
181.788;5.04700;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
181.975;5.04700;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
182.193;5.04700;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
182.380;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
182.568;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
182.786;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
182.973;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
183.192;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
183.379;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
183.628;5.04690;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
183.784;5.04680;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
183.972;5.04680;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
184.221;5.04680;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
184.377;5.04680;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
184.627;5.04670;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
184.814;5.04670;0.043970;0.0000;0.0000;0.1080;0.5500;0.2216;24.0
185.032;5.04670;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
185.220;5.04680;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
185.438;5.04680;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
185.625;5.04670;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
185.844;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
186.031;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
186.249;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
186.436;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
186.655;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
186.842;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
187.029;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
187.248;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
187.435;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
187.684;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
187.840;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
188.028;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
188.277;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
188.433;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
188.683;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
188.870;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
189.088;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
189.276;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
189.494;5.04680;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
189.681;5.04680;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
189.869;5.04690;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
190.087;5.04690;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
190.274;5.04690;0.043970;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
190.493;5.04690;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
190.711;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
190.898;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
191.085;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
191.304;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
191.491;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
191.741;5.04680;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
191.928;5.04680;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
192.084;5.04680;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
192.333;5.04680;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
192.521;5.04680;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
192.739;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
192.926;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
193.145;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
193.332;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
193.550;5.04660;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
193.737;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
193.925;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
194.143;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
194.361;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
194.549;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
194.736;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
194.954;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
195.141;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
195.391;5.04660;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
195.547;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
195.797;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
195.984;5.04670;0.043980;0.0000;0.0000;0.1080;0.5510;0.2216;24.0
196.140;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
196.389;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
196.577;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
196.795;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
196.982;5.04660;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
197.201;5.04660;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
197.388;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
197.606;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
197.793;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
198.012;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
198.199;5.04670;0.043990;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
198.417;5.04660;0.044000;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
198.605;5.04660;0.044000;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
198.792;5.04660;0.044000;0.0000;0.0000;0.1080;0.5510;0.2217;24.0
0.078;5.04060;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
0.266;5.04060;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
0.515;5.04060;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
0.702;5.04060;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
0.921;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
1.108;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
1.326;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
1.514;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
1.732;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
1.919;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
2.106;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
2.325;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
2.512;5.04050;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
2.730;5.04050;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
2.918;5.04050;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
3.167;5.04050;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
3.323;5.04040;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
3.510;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
3.760;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
3.947;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
4.166;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
4.353;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
4.571;5.04040;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
4.758;5.04040;0.060040;0.0000;0.0000;0.1100;0.5590;0.3026;24.0
4.946;5.04040;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
5.164;5.04040;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
5.351;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
5.570;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
5.757;5.04040;0.060030;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
5.975;5.04040;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
6.162;5.04030;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
6.350;5.04030;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
6.568;5.04030;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
6.755;5.04030;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
7.005;5.04030;0.060020;0.0000;0.0000;0.1100;0.5590;0.3025;24.0
7.192;5.04040;0.060020;0.0000;0.0000;0.1100;0.5600;0.3025;24.0
7.410;5.04040;0.060030;0.0000;0.0000;0.1100;0.5600;0.3025;24.0
7.598;5.04050;0.060030;0.0000;0.0000;0.1100;0.5600;0.3025;24.0
7.816;5.04050;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
8.003;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
8.190;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
8.409;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
8.612;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
8.814;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
9.002;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
9.251;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
9.407;5.04070;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
9.594;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
9.813;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
10.000;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
10.250;5.04070;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
10.437;5.04070;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
10.655;5.04070;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
10.842;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
11.061;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
11.248;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
11.435;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
11.654;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
11.841;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
12.059;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
12.246;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
12.465;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
12.652;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
12.902;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
13.058;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
13.245;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
13.495;5.04070;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
13.651;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
13.900;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
14.087;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
14.306;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
14.493;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
14.711;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
14.899;5.04060;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
15.086;5.04050;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
15.304;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
15.491;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
15.710;5.04050;0.060060;0.0000;0.0000;0.1100;0.5600;0.3027;24.0
15.897;5.04050;0.060060;0.0000;0.0000;0.1100;0.5600;0.3027;24.0
16.147;5.04060;0.060060;0.0000;0.0000;0.1100;0.5600;0.3027;24.0
16.303;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
16.490;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
16.739;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
16.927;5.04060;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
17.145;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
17.332;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
17.551;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
17.738;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
17.956;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
18.143;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
18.331;5.04050;0.060050;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
18.549;5.04050;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
18.736;5.04050;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
18.955;5.04050;0.060040;0.0000;0.0000;0.1100;0.5600;0.3026;24.0
19.142;5.04050;0.060040;0.0000;0.0000;0.1100;0.5610;0.3026;24.0
19.391;5.04040;0.060040;0.0000;0.0000;0.1100;0.5610;0.3026;24.0
